,1. open,2. high,3. low,4. close,5. volume
2025-01-02,1.1400,1.2900,1.0900,1.2100,895103
2024-12-31,1.1500,1.1700,1.0700,1.1100,616382
2024-12-30,1.1800,1.2000,1.1200,1.1500,463963
2024-12-27,1.2100,1.3400,1.1700,1.1700,779919
2024-12-26,1.1800,1.3200,1.1790,1.2700,1294409
2024-12-24,1.2700,1.2700,1.1200,1.1700,682264
2024-12-23,1.3100,1.3100,1.2300,1.2600,486545
2024-12-20,1.3000,1.3600,1.2600,1.2800,1100974
2024-12-19,1.5100,1.5500,1.2600,1.4100,2303740
2024-12-18,2.2800,2.3793,1.4800,1.6100,62953880
2024-12-17,1.3600,1.4300,1.2800,1.3000,1015876
2024-12-16,1.2600,1.4400,1.2000,1.3900,204696
2024-12-13,1.3400,1.3800,1.2000,1.2400,350123
2024-12-12,1.4100,1.4400,1.3100,1.3350,108772
2024-12-11,1.4900,1.4900,1.3000,1.3800,272234
2024-12-10,1.5700,1.6000,1.4400,1.4800,188423
2024-12-09,1.6200,1.6800,1.5314,1.5800,280784
2024-12-06,1.7300,1.7600,1.5400,1.5900,378077
2024-12-05,1.6600,1.8000,1.6600,1.7100,203290
2024-12-04,1.7500,1.8500,1.6200,1.6600,331533
2024-12-03,1.9100,1.9550,1.7700,1.7700,296006
2024-12-02,1.8900,2.1500,1.8800,1.9400,690299
2024-11-29,2.0400,2.0520,1.7300,1.8500,789080
2024-11-27,2.1100,2.1780,1.9300,2.0700,1334817
2024-11-26,2.0800,2.1000,1.8000,1.8700,1322589
2024-11-25,2.5000,2.5300,1.9400,2.1300,44820042
2024-11-22,1.4900,1.9000,1.4700,1.6500,853437
2024-11-21,1.5500,1.5500,1.3500,1.4500,286186
2024-11-20,1.6400,1.6682,1.5100,1.5400,181321
2024-11-19,1.5900,1.7183,1.5500,1.5800,182074
2024-11-18,1.7500,1.8500,1.6100,1.6700,430472
2024-11-15,1.6800,2.4500,1.5208,1.7300,3881310
2024-11-14,1.6000,1.7099,1.4500,1.6400,250712
2024-11-13,1.4800,1.8600,1.4800,1.6800,610763
2024-11-12,1.7000,1.9800,1.5000,1.5200,861783
2024-11-11,2.3100,2.3100,1.7400,1.7700,736593
2024-11-08,2.4000,2.7000,2.1000,2.3300,776531
2024-11-07,3.2900,3.7600,2.3400,2.4500,1496622
2024-11-06,3.5600,4.7200,2.8400,3.1100,2664816
2024-11-05,5.8700,6.6100,4.5600,5.3600,4061214
2024-11-04,7.5800,7.6800,5.6000,6.7500,23217732
2024-11-01,2.3500,8.0000,2.0100,4.8000,67535835
2024-10-31,2.0600,2.1400,1.9000,2.0000,1521639
2024-10-30,1.1400,2.7600,1.0100,2.2700,56573360
2024-10-29,1.0800,1.0980,0.9503,1.0100,117402
2024-10-28,0.9150,0.9580,0.8900,0.9285,7976
2024-10-25,0.9000,0.9659,0.8728,0.9000,12008
2024-10-24,0.9200,0.9800,0.8330,0.9770,24558
2024-10-23,1.0300,1.0300,0.9681,0.9833,6993
2024-10-22,1.0000,1.0900,0.9640,1.0000,25613
2024-10-21,1.0200,1.0400,0.9221,1.0096,10049
2024-10-18,0.9614,1.0200,0.9028,1.0000,6332
2024-10-17,0.9550,1.0200,0.8800,0.9999,16074
2024-10-16,0.9900,0.9900,0.9350,0.9350,10462
2024-10-15,0.9800,1.0200,0.9501,0.9619,2605
2024-10-14,0.9400,0.9980,0.9400,0.9760,2872
2024-10-11,0.9775,1.0200,0.9350,0.9513,3350
2024-10-10,1.0400,1.0401,0.9500,0.9680,7201
2024-10-09,1.0700,1.0900,0.9563,0.9566,17698
2024-10-08,0.9400,1.0700,0.9397,1.0700,10444
2024-10-07,1.0650,1.0800,0.9064,0.9500,10019
2024-10-04,1.1100,1.1100,1.0200,1.0200,5504
2024-10-03,1.0900,1.1677,1.0100,1.0500,14012
2024-10-02,1.1100,1.1300,0.8899,1.0729,19504
2024-10-01,1.1682,1.1682,1.1200,1.1200,11414
2024-09-30,1.1415,1.1900,1.1000,1.1400,8362
2024-09-27,1.1800,1.2100,1.1301,1.1400,22524
2024-09-26,1.1800,1.2000,1.1201,1.1951,21074
2024-09-25,1.1800,1.1899,1.1000,1.1255,13925
2024-09-24,1.2500,1.2500,1.1000,1.1300,27000
2024-09-23,1.1800,1.1800,1.0900,1.1600,8846
2024-09-20,1.2400,1.2400,1.1300,1.1400,22311
2024-09-19,1.2800,1.2800,1.1500,1.2500,13574
2024-09-18,1.2000,1.4000,1.1410,1.2000,24296
2024-09-17,1.1301,1.2499,1.1301,1.1500,7548
2024-09-16,1.1900,1.2000,1.1550,1.1900,1692
2024-09-13,1.1960,1.2100,1.1200,1.1899,12272
2024-09-12,1.1220,1.1701,1.0800,1.0950,9537
2024-09-11,1.1300,1.1800,1.0900,1.1188,4803
2024-09-10,1.1506,1.2000,1.0800,1.0900,16383
2024-09-09,1.1760,1.2400,1.1600,1.1800,12862
2024-09-06,1.1700,1.2100,1.1500,1.1800,9247
2024-09-05,1.1700,1.2222,1.1573,1.2000,2878
2024-09-04,1.1900,1.2400,1.1750,1.1750,6204
2024-09-03,1.2500,1.2500,1.1900,1.1900,11976
2024-08-30,1.2000,1.2600,1.1700,1.2200,13943
2024-08-29,1.1800,1.2700,1.1741,1.2600,17458
2024-08-28,1.1700,1.2400,1.0900,1.1700,24704
2024-08-27,1.1800,1.2300,1.0800,1.1600,34002
2024-08-26,1.5200,1.6800,1.0500,1.1700,175360
2024-08-23,1.9986,1.9986,1.4200,1.4500,91224
2024-08-22,1.9640,2.0250,1.9000,1.9000,3824
2024-08-21,1.9800,2.1000,1.9100,1.9500,22111
2024-08-20,2.0700,2.0700,1.9500,1.9500,6459
2024-08-19,2.1761,2.1761,2.0000,2.0500,2772
2024-08-16,1.9500,1.9500,1.8700,1.9001,3076
2024-08-15,2.1300,2.1400,1.9100,1.9160,11952
2024-08-14,2.1900,2.1900,1.9800,1.9800,5333
2024-08-13,2.0500,2.0950,2.0300,2.0600,1983
2024-08-12,2.0100,2.1100,2.0100,2.0300,3488
2024-08-09,1.9789,1.9789,1.9789,1.9789,318
2024-08-08,2.0200,2.0600,1.9700,2.0100,2370
2024-08-07,2.2300,2.2300,2.0200,2.0300,3399
2024-08-06,2.0600,2.0701,2.0600,2.0701,991
2024-08-05,2.1114,2.1590,1.9499,1.9600,23778
2024-08-02,2.3000,2.4100,2.1291,2.4100,22250
2024-08-01,2.8000,2.8000,2.4200,2.4300,10377
2024-07-31,2.1050,3.0300,2.1000,2.4600,84737
2024-07-30,2.2800,2.3400,2.0100,2.1014,16208
2024-07-29,2.0800,2.5700,1.9501,2.3500,65668
2024-07-26,2.2900,2.2900,1.9800,2.2000,5475
2024-07-25,2.2500,2.3500,1.9500,2.1700,11236
2024-07-24,2.3800,2.4018,2.2500,2.2500,15454
2024-07-23,2.5900,2.6500,2.3100,2.3800,3971
2024-07-22,2.5500,2.6000,2.3100,2.3300,15414
2024-07-19,2.6150,2.6150,2.5500,2.6000,1914
2024-07-18,2.6236,2.6500,2.5297,2.6500,3409
2024-07-17,2.5100,2.5600,2.4500,2.5600,4585
2024-07-16,2.7210,2.7210,2.4500,2.5700,5174
2024-07-15,2.6400,2.8301,2.4400,2.5750,20116
2024-07-12,3.1800,3.1800,2.5600,2.6800,34469
2024-07-11,2.3700,2.8700,2.3602,2.8691,87961
2024-07-10,2.4100,2.4500,2.3400,2.3400,6396
2024-07-09,2.3200,2.5200,2.3200,2.3600,6594
2024-07-08,2.4000,2.5373,2.2900,2.3450,7636
2024-07-05,2.6000,2.6000,2.2381,2.3700,5412
2024-07-03,2.3600,2.3600,2.2500,2.2501,3997
2024-07-02,2.4000,2.5500,2.2800,2.3001,6028
2024-07-01,2.2700,2.2800,2.2600,2.2800,4226
2024-06-28,2.2400,2.3354,2.2301,2.2800,4313
2024-06-27,2.2600,2.3704,2.2600,2.2900,2996
2024-06-26,2.3100,2.5500,2.1600,2.3300,25141
2024-06-25,2.3500,2.5500,2.1200,2.2600,24307
2024-06-24,2.3300,2.6300,2.2000,2.4100,36829
2024-06-21,2.5300,2.5400,2.3200,2.4400,9443
2024-06-20,2.7400,2.7400,2.5000,2.6500,15326
2024-06-18,2.6600,2.9241,2.5834,2.8500,7700
2024-06-17,2.9300,3.0000,2.5700,2.8800,29390
2024-06-14,2.5600,2.8700,2.5600,2.7700,22484
2024-06-13,2.7500,2.8900,2.6100,2.6800,13775
2024-06-12,2.9200,3.0200,2.7517,2.9700,21821
2024-06-11,2.9100,3.1200,2.9000,2.9800,30566
2024-06-10,3.0200,3.2900,2.8900,2.9800,45367
2024-06-07,3.1400,3.7000,2.8725,3.1800,80126
2024-06-06,3.5900,3.7000,3.1000,3.4500,181923
2024-06-05,3.9700,4.2500,3.4800,3.6000,365649
2024-06-04,2.6300,7.2900,2.2500,4.4900,9922402
2024-06-03,2.7000,2.7325,2.5000,2.5000,2327
2024-05-31,2.6300,2.7489,2.6300,2.6300,1425
2024-05-30,2.7500,2.7500,2.7000,2.7000,801
2024-05-29,2.7700,2.9550,2.7000,2.7200,4604
2024-05-28,2.7300,2.7300,2.7000,2.7300,1327
2024-05-24,2.7500,2.7700,2.7200,2.7700,4372
2024-05-23,2.8900,2.8910,2.8200,2.8200,3652
2024-05-22,2.9850,2.9850,2.8900,2.8900,1170
2024-05-21,2.9000,3.0100,2.7200,2.9400,2800
2024-05-20,2.8100,3.0400,2.7400,3.0400,4409
2024-05-17,2.9499,2.9499,2.8800,2.8800,1118
2024-05-16,2.9500,2.9750,2.9300,2.9500,4300
2024-05-15,2.9500,2.9500,2.8300,2.9500,12834
2024-05-14,3.2418,3.2418,2.7200,2.7200,7311
2024-05-13,3.0100,3.6900,2.8600,3.0300,29022
2024-05-10,3.2800,3.2800,2.9000,3.0300,19556
2024-05-09,3.6300,3.6800,3.0500,3.3700,8152
2024-05-08,3.5500,3.7180,3.4400,3.5600,10682
2024-05-07,3.3500,3.7800,3.3100,3.3300,6961
2024-05-06,3.5400,3.6477,3.2000,3.2000,15833
2024-05-03,4.0600,4.0600,3.4700,3.5200,15240
2024-05-02,3.6800,3.9000,3.4400,3.4600,101675
2024-05-01,3.4000,3.6600,3.3500,3.4600,28708
2024-04-30,3.7100,3.7100,3.3100,3.4000,23568
2024-04-29,3.7800,3.9999,3.6500,3.6800,5905
2024-04-26,4.0500,4.3900,4.0500,4.0600,23150
2024-04-25,3.6400,4.1700,3.6400,4.0000,33412
2024-04-24,3.4200,3.8199,3.4100,3.4100,16286
2024-04-23,3.6418,3.6600,3.4300,3.6600,4321
2024-04-22,3.4300,3.4850,3.4000,3.4000,4431
2024-04-19,3.5600,3.5900,3.4100,3.4100,6691
2024-04-18,3.9500,3.9500,3.5800,3.7800,9632
2024-04-17,4.0000,4.0000,3.6901,3.9500,12735
2024-04-16,4.2800,5.0700,4.0000,4.1000,54007
2024-04-15,5.4300,5.5700,4.6500,4.7000,73206
2024-04-12,6.0000,6.3442,5.4100,5.4100,18674
2024-04-11,6.4700,7.2900,5.7200,6.0900,72896
2024-04-10,6.0000,6.4900,5.7500,6.2200,32930
2024-04-09,5.9900,6.3999,5.4200,6.3400,22883
2024-04-08,6.5900,6.6600,5.9000,5.9050,43642
2024-04-05,6.6100,7.7699,6.3500,7.2600,77788
2024-04-04,7.4800,9.1000,6.9000,6.9000,449405
2024-04-03,6.1800,7.5800,6.1300,7.2000,231870
2024-04-02,7.4500,7.4599,6.1100,6.6800,483727
2024-04-01,10.8500,11.9900,7.1500,7.9600,19063810
2024-03-28,2.4498,3.2199,2.3825,3.0900,37740
2024-03-27,2.3100,2.3100,2.3100,2.3100,1461
2024-03-26,2.2966,2.5800,2.2847,2.4300,2225
2024-03-25,2.3200,2.4800,2.3200,2.4800,3495
2024-03-22,2.5200,2.6123,2.3000,2.3000,1130
2024-03-21,2.7500,2.7720,2.4201,2.5800,4028
2024-03-20,2.6550,2.9999,2.3800,2.5900,10890
2024-03-19,2.6200,2.7700,2.5000,2.7500,3327
2024-03-18,2.7210,3.0300,2.5503,3.0300,1515
2024-03-15,3.1000,3.1000,2.7000,2.8050,8977
2024-03-14,2.9600,2.9600,2.5100,2.5100,3930
2024-03-13,2.7700,2.8500,2.5000,2.5200,5225
2024-03-12,2.7500,2.9800,2.5001,2.5500,5153
2024-03-11,2.7100,2.9900,2.6000,2.7500,4951
2024-03-08,2.4900,2.9000,2.2000,2.7006,11066
2024-03-07,2.5001,2.5900,2.5001,2.5900,704
2024-03-06,2.7000,2.7000,2.1900,2.4100,8368
2024-03-05,2.4000,2.7000,2.1900,2.1900,3205
2024-03-04,2.1901,2.1901,2.1901,2.1901,1010
2024-03-01,2.2500,2.4499,2.1900,2.4499,1650
2024-02-29,2.6150,2.6150,2.6150,2.6150,292
2024-02-28,2.2397,2.7000,2.2200,2.6150,1635
2024-02-27,2.5500,2.5500,2.1900,2.2000,3695
2024-02-26,2.4100,2.4700,2.4100,2.4300,2443
2024-02-23,2.4000,2.6500,2.4000,2.5200,2035
2024-02-22,2.8700,3.1000,2.1800,2.3300,25310
2024-02-21,2.8500,2.9900,2.6621,2.9300,3187
2024-02-20,2.8500,2.8500,2.4000,2.4000,2205
2024-02-16,2.7500,2.9500,2.7500,2.9500,3524
2024-02-15,3.0600,3.0600,2.7800,2.7800,4445
2024-02-14,3.3000,3.3000,2.9144,2.9144,3204
2024-02-13,3.0500,3.3400,2.5150,2.9500,46064
2024-02-12,2.5300,2.8800,2.5300,2.8700,11845
2024-02-09,2.3800,2.8200,2.1253,2.8200,15779
2024-02-08,2.0500,2.5000,1.9900,2.3700,22409
2024-02-07,2.0800,2.0900,1.7927,1.8800,64519
2024-02-06,1.7300,2.0099,1.6300,1.7700,13136
2024-02-05,1.8700,1.8900,1.6700,1.7200,12307
2024-02-02,1.8550,2.1500,1.7200,1.8500,36547
2024-02-01,2.1500,2.4100,1.7300,2.0100,53215
2024-01-31,2.2900,2.7300,1.9750,2.1100,19447
2024-01-30,2.5400,2.6000,2.3300,2.3800,14432
2024-01-29,2.5000,2.8250,2.4000,2.4300,36849
2024-01-26,2.5500,2.6850,2.2500,2.4200,31002
2024-01-25,2.4600,2.8001,2.3450,2.6810,13821
2024-01-24,2.6500,2.6500,2.2001,2.5200,40607
2024-01-23,3.2200,3.2200,2.4544,2.5900,54504
2024-01-22,3.0339,3.2650,3.0300,3.0300,8709
2024-01-19,3.6000,3.6500,3.1518,3.1700,16267
2024-01-18,3.7350,3.8500,3.5100,3.5100,6825
2024-01-17,3.6528,3.9082,3.5000,3.6500,25824
2024-01-16,4.2500,4.2500,3.9000,3.9300,5540
2024-01-12,3.7800,4.0100,3.7500,4.0000,16867
2024-01-11,3.9400,4.2292,3.7500,3.7500,14712
2024-01-10,3.8900,4.4400,3.8000,3.8600,27102
2024-01-09,3.6500,3.8999,3.5700,3.7900,77204
2024-01-08,3.6600,3.8200,3.5750,3.6800,22845
2024-01-05,3.7000,3.8800,3.5400,3.6552,73760
2024-01-04,3.4900,3.9300,3.4900,3.6700,47619
2024-01-03,4.0000,4.0000,3.3700,3.6400,163374
2024-01-02,5.0300,5.3000,3.4000,3.9716,116548
2023-12-29,5.9000,6.3000,4.8800,5.1900,63629
2023-12-28,6.3900,6.9000,5.9000,5.9000,46615
2023-12-27,6.5000,7.0781,6.0006,6.6800,85330
2023-12-26,6.7100,7.9200,6.6500,6.8500,53718
2023-12-22,6.6100,7.1000,6.5500,7.0400,28783
2023-12-21,7.5700,8.1200,6.5100,6.9800,64167
2023-12-20,8.5700,9.1000,6.5001,7.8900,89873
2023-12-19,14.0000,14.0000,9.0000,11.9900,132755
