,1. open,2. high,3. low,4. close,5. volume
2024-11-20,3.5400,3.7700,3.3200,3.7100,28236
2024-11-19,3.4500,3.6600,3.3600,3.5200,23072
2024-11-18,3.1100,3.5650,3.1100,3.4700,49307
2024-11-15,3.6700,3.7500,3.2001,3.2300,63603
2024-11-14,3.7400,3.9600,3.5500,3.6500,52083
2024-11-13,4.0900,4.3000,3.6500,3.8300,101864
2024-11-12,3.7400,4.2500,3.6500,4.1400,136074
2024-11-11,4.6600,4.8600,3.5601,3.9900,311456
2024-11-08,2.8000,4.9900,2.8000,4.3800,1420647
2024-11-07,2.4600,2.7100,2.4100,2.7100,49268
2024-11-06,2.6800,2.7209,2.3500,2.4500,51259
2024-11-05,2.6000,2.6400,2.3000,2.5500,74652
2024-11-04,2.7000,2.8000,2.6100,2.6700,32823
2024-11-01,2.7700,2.9050,2.6500,2.6800,82509
2024-10-31,2.9100,3.0000,2.7300,2.7300,40072
2024-10-30,2.7200,3.1371,2.7200,2.9200,115693
2024-10-29,2.8000,2.8500,2.5900,2.7000,68988
2024-10-28,2.8800,2.9000,2.7500,2.7900,43337
2024-10-25,3.1200,3.2880,2.7100,2.8300,117867
2024-10-24,3.3300,3.4250,3.0800,3.1100,92981
2024-10-23,3.3500,3.4938,3.0700,3.3300,102316
2024-10-22,3.5100,3.7390,3.4700,3.5100,48565
2024-10-21,4.0100,4.0700,3.5000,3.5200,78892
2024-10-18,4.1100,4.1400,3.9900,4.0700,40719
2024-10-17,3.9500,4.0630,3.8840,4.0600,20627
2024-10-16,3.7100,3.9800,3.7000,3.9100,49820
2024-10-15,3.6900,3.7400,3.5700,3.7400,41198
2024-10-14,3.6500,3.9894,3.5401,3.6900,50047
2024-10-11,3.8700,4.0300,3.4600,3.6800,77492
2024-10-10,3.4100,4.3060,3.4100,3.8800,154061
2024-10-09,3.5900,3.6300,3.3200,3.4200,70289
2024-10-08,4.4700,4.4700,3.6200,3.6200,157514
2024-10-07,4.6400,4.7200,4.3500,4.5100,34332
2024-10-04,4.7800,4.9499,4.6700,4.6800,27029
2024-10-03,4.5200,4.8500,4.5000,4.8000,37071
2024-10-02,4.4600,4.7234,4.3400,4.7000,62332
2024-10-01,4.6300,4.7200,4.3100,4.5500,45208
2024-09-30,4.5000,5.0000,4.3700,4.6800,154350
2024-09-27,5.3200,5.3300,4.2500,4.3500,154750
2024-09-26,5.0900,5.5700,4.9700,5.2400,148510
2024-09-25,4.7700,5.0596,4.7700,4.9900,61441
2024-09-24,4.5500,4.9100,4.4001,4.7900,68692
2024-09-23,4.8300,4.8400,4.5200,4.5200,64071
2024-09-20,4.8700,5.1499,4.7200,4.8400,358786
2024-09-19,4.8500,5.2206,4.7400,4.9200,108861
2024-09-18,4.5900,5.2000,4.5820,4.7500,133230
2024-09-17,5.6600,5.6600,4.3100,4.7000,232632
2024-09-16,5.5900,5.7600,5.4151,5.6300,72506
2024-09-13,6.0600,6.1500,5.4577,5.5400,99383
2024-09-12,5.9600,6.3100,5.8300,5.9800,101671
2024-09-11,6.2500,6.5588,5.8900,5.9700,88921
2024-09-10,6.4900,6.6400,6.2200,6.6100,53899
2024-09-09,6.3300,6.9100,6.3300,6.5400,120668
2024-09-06,5.9500,6.4500,5.9500,6.2600,121759
2024-09-05,6.2500,6.3000,5.8800,6.0000,80247
2024-09-04,5.9900,6.3700,5.8900,6.2000,117994
2024-09-03,6.7700,7.0470,5.8600,6.0400,275685
2024-08-30,7.4100,8.0500,6.6000,6.8000,243840
2024-08-29,7.3500,7.9000,6.5600,7.4800,350448
2024-08-28,8.2700,8.6890,7.0000,7.4100,394547
2024-08-27,8.4300,10.5000,7.7700,8.3900,1496181
2024-08-26,6.7300,8.3300,6.6800,8.3100,832532
2024-08-23,6.4400,7.2706,6.2159,6.7700,714034
2024-08-22,6.4200,6.6900,5.7400,6.3700,518235
2024-08-21,6.2300,7.7000,5.5600,6.5500,3201296
2024-08-20,4.6500,6.7500,4.5200,5.9300,4079440
2024-08-19,3.4400,6.8800,3.3400,6.0400,37625468
2024-08-16,2.2300,2.6700,2.0200,2.6200,160604
2024-08-15,2.2000,2.4796,2.0958,2.2700,158140
2024-08-14,1.7100,2.8979,1.7100,2.2500,810466
2024-08-13,1.4500,2.0100,1.3500,1.7500,389469
2024-08-12,1.3100,1.6300,1.1801,1.4700,152751
2024-08-09,1.3400,1.3400,0.8800,1.2100,727630
2024-08-08,2.4200,2.4600,1.2601,1.3400,524689
2024-08-07,2.7800,2.7800,2.3600,2.4800,63130
2024-08-06,2.5800,2.8600,2.5500,2.8300,24762
2024-08-05,2.5300,2.9200,2.3600,2.6703,79197
2024-08-02,2.8200,2.8200,2.5000,2.5000,35520
2024-08-01,2.9300,2.9300,2.6000,2.7000,35396
2024-07-31,2.7900,3.0699,2.6900,2.8600,53278
2024-07-30,3.0000,3.0332,2.8500,2.8900,28321
2024-07-29,2.9900,3.1299,2.9500,3.0500,33929
2024-07-26,2.7800,3.0928,2.6100,3.0400,85372
2024-07-25,2.9000,3.0600,2.7500,2.8800,90286
2024-07-24,3.0000,3.1127,2.8500,2.9700,123732
2024-07-23,3.1900,3.2000,3.0200,3.1900,111347
2024-07-22,3.2900,3.3300,3.1800,3.3100,66457
2024-07-19,3.2800,3.4100,3.2201,3.2600,19021
2024-07-18,3.5100,3.5574,3.2000,3.2700,75383
2024-07-17,3.6000,3.6382,3.4150,3.5600,54247
2024-07-16,3.5700,3.6846,3.5200,3.5800,47725
2024-07-15,3.7800,3.9300,3.6000,3.6600,44211
2024-07-12,3.9500,4.0150,3.7500,3.7850,43669
2024-07-11,3.9600,4.1899,3.7501,3.9600,43868
2024-07-10,4.0400,4.0999,3.5100,3.6800,43697
2024-07-09,4.0000,4.1599,3.8752,4.0400,24299
2024-07-08,3.8600,4.1700,3.8100,3.9800,26309
2024-07-05,4.1700,4.2500,3.7800,3.9700,47744
2024-07-03,4.2800,4.4000,4.0600,4.1500,19448
2024-07-02,4.3200,4.4900,4.2700,4.3700,7637
2024-07-01,4.5100,4.7354,4.1400,4.3700,18145
2024-06-28,4.5100,4.8800,4.5100,4.6300,38385
2024-06-27,4.1800,4.7000,4.1800,4.5700,44784
2024-06-26,3.9800,4.3400,3.9800,4.1800,48918
2024-06-25,4.1000,4.2184,3.9700,4.1000,30326
2024-06-24,4.0500,4.1600,3.9637,4.1400,7217
2024-06-21,4.0000,4.1400,3.9000,4.0400,30541
2024-06-20,3.9500,4.1690,3.9100,4.0700,32112
2024-06-18,3.9860,4.0700,3.9301,3.9700,16572
2024-06-17,3.7600,4.0300,3.7600,3.9500,24848
2024-06-14,3.9200,3.9500,3.6500,3.7900,31991
2024-06-13,4.0400,4.2752,3.8200,3.8400,25298
2024-06-12,4.2000,4.3200,3.7301,4.1300,103272
2024-06-11,3.1800,4.3000,3.1800,4.0500,168438
2024-06-10,3.1100,3.1800,3.0439,3.1400,27517
2024-06-07,3.6040,3.6040,3.0200,3.0200,55346
2024-06-06,3.4971,3.5500,3.4000,3.4000,19175
2024-06-05,3.3300,3.6100,3.3300,3.5200,45362
2024-06-04,3.5100,3.6100,3.3700,3.4300,24437
2024-06-03,3.5300,3.7000,3.2900,3.5700,35446
2024-05-31,3.3500,3.5730,3.2529,3.5100,15456
2024-05-30,3.1100,3.3686,3.1100,3.2800,21693
2024-05-29,3.1500,3.3100,3.1500,3.1800,36031
2024-05-28,3.4300,3.8100,3.1200,3.1200,69103
2024-05-24,3.5000,3.5400,3.3900,3.3900,15109
2024-05-23,3.4900,3.5900,3.4100,3.4200,7368
2024-05-22,3.4600,3.6175,3.3700,3.5600,27326
2024-05-21,3.3200,3.5000,3.3200,3.5000,28605
2024-05-20,3.5000,3.7000,3.2700,3.2800,72426
2024-05-17,3.5500,3.6399,3.3000,3.4500,61023
2024-05-16,3.7800,3.9580,3.3500,3.4750,84737
2024-05-15,3.9400,4.0000,3.5400,3.6800,94062
2024-05-14,4.0500,4.7400,3.5300,3.6000,281078
2024-05-13,3.9300,4.1300,3.7200,3.8500,25134
2024-05-10,3.7100,3.9217,3.5300,3.9000,36856
2024-05-09,3.7900,4.0145,3.5100,3.5200,30657
2024-05-08,3.8600,4.0200,3.6600,3.7800,14504
2024-05-07,4.0800,4.2000,3.7300,3.8000,26690
2024-05-06,3.8300,4.3600,3.8300,4.0300,49115
2024-05-03,4.2200,4.2200,3.8300,3.8300,36181
2024-05-02,3.8700,4.4616,3.8700,4.1300,40262
2024-05-01,4.0500,4.1600,3.5900,3.8000,78978
2024-04-30,4.4900,4.4900,3.9900,4.0000,47915
2024-04-29,4.6600,4.7200,4.2810,4.4200,59434
2024-04-26,4.3000,5.0000,4.3000,4.6200,32510
2024-04-25,4.3600,4.4000,4.1200,4.2000,6248
2024-04-24,4.5400,4.5400,4.1800,4.3700,23900
2024-04-23,4.3512,4.7500,4.3400,4.4000,37320
2024-04-22,4.3000,4.4900,4.0700,4.3400,32653
2024-04-19,4.5400,4.7900,4.1100,4.1100,40184
2024-04-18,4.9200,4.9450,4.5900,4.9450,11698
2024-04-17,4.6500,5.0499,4.5800,4.8350,21210
2024-04-16,5.1800,5.3700,4.5800,4.6700,48412
2024-04-15,5.5200,5.5200,4.9601,5.1800,75426
2024-04-12,4.6400,5.8909,4.6400,5.7400,205972
2024-04-11,4.1800,4.9350,3.8500,4.7500,169929
2024-04-10,4.0200,4.3800,4.0101,4.1200,36112
2024-04-09,4.5000,4.6000,4.0200,4.0200,53647
2024-04-08,3.8300,4.7400,3.8300,4.5200,186493
2024-04-05,3.6100,4.3300,3.2900,3.8700,114335
2024-04-04,3.1200,3.7500,3.0800,3.5500,200801
2024-04-03,3.1200,3.2000,3.0150,3.0400,20728
2024-04-02,2.8800,3.0600,2.8800,3.0500,14447
2024-04-01,2.9300,3.1022,2.8500,2.9550,36376
2024-03-28,3.2800,3.4800,2.9500,2.9600,77647
2024-03-27,3.3300,3.5000,3.1200,3.2400,32846
2024-03-26,3.3600,3.7600,3.2800,3.3300,32828
2024-03-25,3.9800,4.0100,3.0800,3.3800,192834
2024-03-22,3.6400,4.1500,3.4724,3.9300,63155
2024-03-21,3.5600,3.6352,3.4526,3.6200,24936
2024-03-20,3.0500,3.6700,3.0500,3.5100,86764
2024-03-19,3.4700,3.5899,2.9350,3.1300,83993
2024-03-18,4.5500,4.5500,3.4000,3.4000,282251
2024-03-15,5.9000,6.1380,5.4000,5.5000,47316
2024-03-14,5.1900,6.2500,5.1900,5.9000,135978
2024-03-13,4.7300,5.8070,4.7300,5.1900,43521
2024-03-12,5.0400,5.0400,4.6201,4.8000,51193
2024-03-11,5.1800,5.3700,4.9140,5.0400,30247
2024-03-08,4.8500,5.2700,4.8500,4.9800,22737
2024-03-07,4.7500,5.1842,4.7500,4.9200,44758
2024-03-06,4.7200,5.0000,4.5719,4.8500,28573
2024-03-05,4.9000,5.3900,4.5700,4.8300,60576
2024-03-04,4.6500,5.2098,4.4301,5.0800,94144
2024-03-01,5.4800,5.4900,4.4100,4.4300,68943
2024-02-29,5.9400,6.0900,4.7400,5.3600,104829
2024-02-28,7.0100,7.4900,4.9200,5.8700,170041
2024-02-27,5.4800,7.4900,5.4800,6.9400,216615
2024-02-26,4.7100,5.6199,4.7000,5.4900,143269
2024-02-23,4.0000,4.7100,3.8000,4.6900,72508
2024-02-22,3.8000,4.7100,3.5000,4.0600,271609
2024-02-21,3.0000,3.9100,3.0000,3.6900,126773
2024-02-20,3.0700,3.1800,2.7000,3.0400,37629
2024-02-16,2.7500,3.2200,2.7000,3.1100,108858
2024-02-15,2.6200,2.8200,2.6000,2.8100,26569
2024-02-14,2.8000,2.8645,2.5510,2.5600,65626
2024-02-13,2.6700,2.9500,2.6700,2.8400,23858
2024-02-12,3.0000,3.0900,2.6800,2.7510,51224
2024-02-09,2.7300,3.1200,2.6801,3.0300,61448
2024-02-08,2.5800,2.7400,2.5301,2.6800,15937
2024-02-07,2.5400,2.6750,2.5300,2.5500,54730
2024-02-06,2.5700,2.7000,2.5100,2.5100,46573
2024-02-05,2.6800,2.6899,2.5200,2.5200,16403
2024-02-02,2.5800,2.6799,2.5800,2.6600,32090
2024-02-01,2.6300,2.7000,2.5900,2.6300,9374
2024-01-31,2.6800,2.6800,2.5564,2.5900,22200
2024-01-30,2.5950,2.6815,2.5180,2.5600,4127
2024-01-29,2.4200,2.7000,2.3600,2.6200,60629
2024-01-26,2.6222,2.6222,2.4100,2.4200,25154
2024-01-25,2.4800,2.6399,2.4200,2.4200,6306
2024-01-24,2.6000,2.6800,2.4200,2.4700,13318
2024-01-23,2.5700,2.6600,2.4775,2.5400,12009
2024-01-22,2.5900,2.6700,2.5000,2.5700,38306
2024-01-19,2.5700,2.8312,2.3300,2.5500,90590
2024-01-18,2.6000,2.8200,2.5700,2.5700,31897
2024-01-17,2.7500,2.8400,2.5300,2.6500,71214
2024-01-16,2.9376,2.9376,2.7900,2.7900,7227
2024-01-12,2.8463,2.9500,2.7701,2.8300,12880
2024-01-11,2.8400,2.8900,2.7699,2.8000,14728
2024-01-10,2.8300,2.9384,2.8300,2.9000,11361
2024-01-09,2.8000,2.9899,2.8000,2.8000,7739
2024-01-08,2.9100,2.9999,2.7184,2.8500,25498
2024-01-05,3.0300,3.1700,2.9100,2.9100,13924
2024-01-04,3.2000,3.2000,3.0100,3.0700,11787
2024-01-03,3.2700,3.2820,3.0800,3.1800,34022
2024-01-02,3.3200,3.3800,3.2400,3.2400,19972
2023-12-29,3.3620,3.4600,3.2700,3.3900,39944
2023-12-28,3.3900,3.4821,3.1500,3.4000,73688
2023-12-27,3.4500,3.5900,3.3700,3.3900,18534
2023-12-26,3.8800,3.9400,3.4400,3.4900,53108
2023-12-22,4.0300,4.0300,3.5500,3.8200,60172
2023-12-21,3.7300,4.0900,3.7300,4.0000,71407
2023-12-20,3.6700,4.3699,3.3000,3.7400,185579
2023-12-19,2.7800,3.7500,2.7700,3.6700,206142
2023-12-18,2.4500,2.9380,2.4500,2.8200,237032
2023-12-15,2.6100,2.6400,2.4500,2.4700,95053
2023-12-14,2.5500,2.6900,2.5400,2.5900,74912
2023-12-13,2.5300,2.5600,2.3900,2.5100,156353
2023-12-12,2.8700,2.9200,2.5500,2.5650,62918
2023-12-11,2.9300,3.0125,2.8300,2.9100,26790
2023-12-08,2.9200,2.9888,2.7550,2.9100,47398
2023-12-07,2.9600,3.0900,2.8000,2.9500,118819
2023-12-06,2.9000,3.0499,2.7000,2.8800,98655
2023-12-05,2.9400,2.9400,2.6903,2.8400,40770
2023-12-04,2.9800,3.0000,2.8372,2.9400,53008
2023-12-01,3.0300,3.0600,2.8100,2.9800,60600
2023-11-30,2.9800,3.0600,2.6700,3.0200,96209
2023-11-29,3.2200,3.2800,2.3900,2.9700,374810
2023-11-28,3.5800,3.7654,3.1202,3.1900,164270
2023-11-27,3.8700,4.0790,3.3000,3.4000,266023
2023-11-24,4.3200,4.3900,3.9500,3.9900,102824
2023-11-22,5.1200,5.2700,4.0307,4.1000,248082
2023-11-21,5.1700,5.3900,5.0300,5.1300,37582
2023-11-20,5.8100,5.8100,5.0234,5.1300,114430
2023-11-17,6.3600,6.4700,5.5000,5.5250,284654
2023-11-16,7.0100,7.0100,6.1150,6.1500,107461
2023-11-15,8.2900,8.5821,6.8100,7.0000,127703
2023-11-14,8.2200,9.1245,8.2200,8.6700,24853
2023-11-13,8.6600,9.4600,8.2300,8.4600,61486
2023-11-10,9.2900,9.3200,8.7310,8.8700,34422
2023-11-09,8.9895,9.4000,8.3600,9.3380,31969
2023-11-08,9.7400,9.7400,8.5100,8.5100,21683
2023-11-07,8.7500,9.7100,8.4850,9.6100,23967
2023-11-06,9.1500,9.4800,8.4600,8.5700,74423
2023-11-03,7.6600,9.7600,7.6600,9.1400,69262
2023-11-02,7.4000,7.6800,7.1456,7.6600,17431
2023-11-01,7.3900,7.5000,7.2350,7.2400,13646
2023-10-31,7.4300,7.6000,7.3677,7.6000,7396
2023-10-30,7.2800,7.4200,7.2400,7.4200,2559
2023-10-27,7.4400,7.5800,7.0500,7.2100,3279
2023-10-26,7.4800,8.0200,7.4050,7.5500,9844
2023-10-25,7.5100,7.7600,7.3000,7.4400,9474
2023-10-24,7.1400,7.8500,6.8345,7.6900,35958
2023-10-23,7.0000,7.4100,6.8900,7.1400,26301
2023-10-20,6.7900,7.2900,6.2735,7.1700,33309
2023-10-19,6.5500,6.8600,6.5399,6.8600,11329
2023-10-18,6.9800,6.9800,6.4201,6.6000,25432
2023-10-17,7.2700,7.3000,7.0500,7.0500,22302
2023-10-16,7.3800,7.5000,7.1900,7.2900,15718
2023-10-13,7.5000,7.7300,7.0501,7.2000,33143
2023-10-12,7.6800,7.9900,7.6500,7.8900,16701
2023-10-11,7.9700,8.2670,7.9700,7.9900,12694
2023-10-10,7.8200,8.2300,7.8200,8.0900,15701
2023-10-09,7.9600,8.0100,7.5000,7.8100,12918
2023-10-06,7.9200,8.2800,7.8394,8.1300,21879
2023-10-05,8.0300,8.2500,7.9100,8.0400,19563
2023-10-04,7.6000,8.1300,7.6000,8.0400,20483
2023-10-03,7.9700,8.3700,7.2500,7.6100,23408
2023-10-02,8.2400,8.4900,7.6800,8.1400,28339
2023-09-29,6.8600,8.3800,6.7029,8.2100,119990
2023-09-28,5.9500,6.8500,5.9500,6.7200,72167
2023-09-27,6.2400,6.3799,5.8000,6.0100,34811
2023-09-26,5.9400,6.2300,5.6310,6.2300,60343
2023-09-25,6.5600,6.8400,5.5400,6.0400,67747
2023-09-22,5.7200,6.6500,5.4000,6.4000,62084
2023-09-21,5.6000,6.1100,5.6000,5.7700,169271
2023-09-20,0.3381,0.3381,0.3000,0.3194,2791086
2023-09-19,0.3469,0.3469,0.3300,0.3400,253884
2023-09-18,0.3200,0.3541,0.3200,0.3421,453093
2023-09-15,0.3550,0.3662,0.3351,0.3400,3098526
2023-09-14,0.3600,0.3673,0.3491,0.3594,487652
2023-09-13,0.3685,0.3897,0.3492,0.3495,1139998
2023-09-12,0.3743,0.4296,0.3600,0.3700,1030494
2023-09-11,0.4260,0.4350,0.3813,0.3900,973375
2023-09-08,0.4517,0.4600,0.4250,0.4260,507663
2023-09-07,0.5000,0.5100,0.4500,0.4520,1142969
2023-09-06,0.4927,0.5146,0.4927,0.5000,440389
2023-09-05,0.5000,0.5150,0.4950,0.5000,551347
2023-09-01,0.5100,0.5150,0.4927,0.5090,1020415
2023-08-31,0.5370,0.5380,0.4940,0.5000,583852
2023-08-30,0.4963,0.5400,0.4963,0.5170,620074
2023-08-29,0.5134,0.5290,0.5051,0.5121,226606
2023-08-28,0.4860,0.5250,0.4860,0.5101,446619
2023-08-25,0.4949,0.5300,0.4860,0.5010,387671
2023-08-24,0.4880,0.5100,0.4811,0.5041,605695
2023-08-23,0.4990,0.5100,0.4700,0.5000,397150
2023-08-22,0.4900,0.5008,0.4800,0.4900,309880
2023-08-21,0.5000,0.5100,0.4913,0.4950,902859
2023-08-18,0.4837,0.5200,0.4800,0.5000,376473
2023-08-17,0.4900,0.5224,0.4800,0.5010,1168479
2023-08-16,0.5099,0.5100,0.4801,0.5001,557316
2023-08-15,0.5050,0.5200,0.4750,0.5181,1100066
2023-08-14,0.4810,0.5099,0.4551,0.4968,671987
2023-08-11,0.5124,0.5350,0.4825,0.4827,1038253
2023-08-10,0.5000,0.5400,0.4500,0.5150,969279
2023-08-09,0.5230,0.5400,0.5000,0.5000,659442
2023-08-08,0.5590,0.5600,0.5050,0.5150,641173
2023-08-07,0.5500,0.5700,0.5300,0.5320,310673
2023-08-04,0.5512,0.5750,0.5100,0.5478,353706
2023-08-03,0.5480,0.5849,0.5310,0.5650,556406
2023-08-02,0.5500,0.5855,0.5200,0.5700,1325052
2023-08-01,0.5929,0.6190,0.5684,0.5800,241764
2023-07-31,0.5940,0.6200,0.5650,0.5900,556518
2023-07-28,0.5349,0.6000,0.5349,0.5741,461064
2023-07-27,0.5517,0.5870,0.5314,0.5413,530446
2023-07-26,0.5600,0.5697,0.5300,0.5520,1151696
2023-07-25,0.5500,0.5700,0.5300,0.5551,439739
2023-07-24,0.6530,0.6530,0.5310,0.5520,1009555
2023-07-21,0.6400,0.6450,0.6000,0.6048,660789
2023-07-20,0.6100,0.6300,0.5906,0.6280,317327
2023-07-19,0.6068,0.6300,0.5900,0.6100,781106
2023-07-18,0.6100,0.6300,0.5857,0.6030,772237
2023-07-17,0.5734,0.6393,0.5701,0.5935,647064
2023-07-14,0.5520,0.5919,0.5500,0.5600,217640
2023-07-13,0.6000,0.6000,0.5601,0.5682,593870
2023-07-12,0.5700,0.5950,0.5402,0.5770,950889
2023-07-11,0.5410,0.5790,0.5410,0.5575,623424
2023-07-10,0.5500,0.5842,0.5200,0.5609,952746
2023-07-07,0.5080,0.5450,0.5074,0.5450,601369
2023-07-06,0.5201,0.5300,0.4915,0.4992,908039
2023-07-05,0.5300,0.5540,0.5011,0.5489,884969
2023-07-03,0.5500,0.5740,0.5201,0.5300,498936
2023-06-30,0.5150,0.5500,0.5100,0.5305,675539
2023-06-29,0.5253,0.5849,0.5100,0.5105,1659408
2023-06-28,0.4899,0.5450,0.4201,0.5003,1836137
2023-06-27,0.5142,0.5250,0.4552,0.4600,2313982
2023-06-26,0.5405,0.5600,0.5050,0.5050,1420176
2023-06-23,0.6000,0.6200,0.5344,0.5434,19708143
2023-06-22,0.6000,0.6199,0.5501,0.5973,1280957
2023-06-21,0.5500,0.5803,0.5500,0.5771,1155758
2023-06-20,0.6200,0.6297,0.5501,0.5504,1423566
2023-06-16,0.6492,0.6500,0.6010,0.6117,1355144
2023-06-15,0.6000,0.6371,0.5900,0.6321,1234365
2023-06-14,0.6601,0.6790,0.6000,0.6060,1917263
2023-06-13,0.6516,0.6897,0.6364,0.6527,1179686
2023-06-12,0.7360,0.7403,0.6300,0.6390,1382277
2023-06-09,0.6510,0.8300,0.6001,0.7700,3637985
2023-06-08,0.6317,0.6850,0.6100,0.6261,1533645
2023-06-07,0.7436,0.7499,0.6276,0.6391,1982601
2023-06-06,0.6819,0.7599,0.6746,0.7046,2302008
2023-06-05,0.7500,0.7960,0.6683,0.6736,1377431
2023-06-02,0.6904,0.7586,0.6550,0.7511,1606266
2023-06-01,0.7098,0.7098,0.6046,0.6800,2209278
2023-05-31,0.6404,0.7280,0.5702,0.7098,2367070
2023-05-30,0.5587,0.6504,0.5363,0.6404,1697674
2023-05-26,0.4743,0.5600,0.4596,0.5587,1684638
2023-05-25,0.5127,0.5127,0.4589,0.4955,1019795
2023-05-24,0.4668,0.5168,0.4668,0.5000,1763257
2023-05-23,0.5800,0.6066,0.4854,0.4893,1744559
2023-05-22,0.6000,0.6342,0.5402,0.5886,3090008
2023-05-19,0.7700,0.7700,0.5800,0.6537,4760038
2023-05-18,0.5296,0.8076,0.5200,0.7559,8067788
2023-05-17,0.3900,0.5500,0.3900,0.5347,5811609
2023-05-16,0.3455,0.4343,0.3150,0.4000,5299253
2023-05-15,0.3112,0.3339,0.3000,0.3271,3299713
2023-05-12,0.3930,0.3951,0.2711,0.2900,3683886
2023-05-11,0.5000,0.5200,0.3816,0.3951,2698659
2023-05-10,0.4290,0.4990,0.4100,0.4966,2902362
2023-05-09,0.4350,0.4388,0.3950,0.4142,982735
2023-05-08,0.4434,0.4550,0.4005,0.4304,1422270
2023-05-05,0.4029,0.4350,0.3899,0.4223,1337482
2023-05-04,0.4169,0.4170,0.3710,0.3838,1073911
2023-05-03,0.4200,0.4336,0.3900,0.3998,804949
2023-05-02,0.4200,0.4419,0.3800,0.4013,1128992
2023-05-01,0.4301,0.4500,0.4200,0.4208,691027
2023-04-28,0.4046,0.4509,0.3771,0.4101,882183
2023-04-27,0.4200,0.4500,0.3607,0.4221,1860472
2023-04-26,0.4365,0.4397,0.4025,0.4044,1228378
2023-04-25,0.5367,0.5398,0.4309,0.4369,1181320
