Date,open,high,low,close,volume,symbol
2025-02-27,0.6105,0.6299,0.5797,0.5864,100519,VSTE
2025-02-26,0.5658,0.64,0.5551,0.6163,235936,VSTE
2025-02-25,0.59,0.6,0.505,0.5658,439354,VSTE
2025-02-24,0.61,0.6144,0.5649,0.6028,368609,VSTE
2025-02-21,0.615,0.63,0.6,0.6144,416809,VSTE
2025-02-20,0.6578,0.66,0.6006,0.619,420359,VSTE
2025-02-19,0.6724,0.6807,0.6419,0.6713,303331,VSTE
2025-02-18,0.73,0.73,0.6148,0.6749,925011,VSTE
2025-02-14,0.764,0.765,0.71,0.7227,697596,VSTE
2025-02-13,0.866,0.8869,0.7538,0.764,1150428,VSTE
2025-02-12,0.8111,0.9231,0.7513,0.896,2092513,VSTE
2025-02-11,0.8232,0.955,0.7,0.86,43421887,VSTE
2025-02-10,0.72,0.72,0.6795,0.69,8461252,VSTE
2025-02-07,0.72,0.7598,0.6935,0.7098,165416,VSTE
2025-02-06,0.771,0.778,0.7099,0.7202,363007,VSTE
2025-02-05,0.83,0.85,0.7606,0.785,625148,VSTE
2025-02-04,0.88,0.885,0.8301,0.8301,251494,VSTE
2025-02-03,0.925,0.95,0.85,0.87,616556,VSTE
2025-01-31,0.96,1.0292,0.9506,0.9554,293199,VSTE
2025-01-30,0.9801,0.9998,0.961,0.981,137031,VSTE
2025-01-29,0.9733,0.9999,0.9551,0.983,79089,VSTE
2025-01-28,1.0,1.02,0.95,0.9879,103210,VSTE
2025-01-27,1.01,1.03,0.9548,0.99,444480,VSTE
2025-01-24,1.02,1.03,0.9801,1.01,339817,VSTE
2025-01-23,1.04,1.04,1.01,1.02,198843,VSTE
2025-01-22,1.07,1.0899,1.03,1.05,198845,VSTE
2025-01-21,1.11,1.1232,1.07,1.08,175614,VSTE
2025-01-17,1.13,1.14,1.0701,1.12,246864,VSTE
2025-01-16,1.12,1.1697,1.11,1.13,314672,VSTE
2025-01-15,1.11,1.14,1.1071,1.12,227243,VSTE
2025-01-14,1.14,1.15,1.0971,1.12,242666,VSTE
2025-01-13,1.17,1.19,1.0701,1.15,764339,VSTE
2025-01-10,1.12,1.26,1.12,1.18,1692367,VSTE
2025-01-08,1.24,1.24,1.08,1.14,988096,VSTE
2025-01-07,1.24,1.278,1.2,1.215,690528,VSTE
2025-01-06,1.28,1.31,1.19,1.25,615228,VSTE
2025-01-03,1.25,1.3,1.16,1.265,846917,VSTE
